LOCATIONID,STATISTICSGROUPCODE,DEPARTMENTCODE,AXBATCHCODE,ZONE,TERRITORY,REGION,DISTRICT,STORE,BUSINESSLINE,BU,BUNAME,BUDTL,COMPANY,COMPANYNAME,STORETYPE,CHAIN,DATAAREAID,,
7539,753901,7539,NULL,755,754,7416,7419,7539,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
99947,NA,NA,NULL,767,790,7403,7404,99871,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),SG,7103,,
99947,NA,NA,NULL,768,764,7402,7405,99872,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),TW,7104,,
99947,NA,NA,NULL,791,789,167,227,99868,NA,AP RLW,APAC WHOLESALE,RLWCEC,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),CN,7105,,
30236,3023601,3038,NULL,301,313,314,3038,30236,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30237,3023701,3033,NULL,301,311,312,3033,30237,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30238,3023801,3131,NULL,301,301,301,3131,30238,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30239,3023901,3017,NULL,301,301,301,3017,30239,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30240,3024001,3005,NULL,301,307,308,3005,30240,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30241,3024101,3136,NULL,301,301,301,3136,30241,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30242,3024201,3079,NULL,301,309,310,3079,30242,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30286,3028601,3064,NULL,301,309,310,3064,30286,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
7737,773701,7737,NULL,754,774,754,758,7737,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
55777,1281035,12810,NULL,504,513,513,5197,55777,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55778,1281036,12810,NULL,504,513,513,5197,55778,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55779,1281815,12818,NULL,504,516,516,5261,55779,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55361,1191104,11911,NULL,503,505,505,5434,55361,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55362,S026801,S0268,NULL,504,510,510,5569,55362,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55363,S026901,S0269,NULL,504,513,513,5570,55363,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55364,S027001,S0270,NULL,504,513,513,5571,55364,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55365,1023007,10230,NULL,503,505,505,5046,55365,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55366,S027101,S0271,NULL,504,510,510,5572,55366,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55367,S027102,S0271,NULL,504,510,510,5572,55367,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55368,S027201,S0272,NULL,504,513,513,5573,55368,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55369,S027202,S0272,NULL,504,513,513,5573,55369,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55370,S027203,S0272,NULL,503,505,505,5574,55370,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
3153,315301,3050,NULL,301,307,308,3050,3153,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3154,315401,3050,NULL,301,307,308,3050,3154,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3157,315701,3051,NULL,301,304,304,3051,3157,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3160,316001,3052,NULL,301,307,308,3052,3160,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3162,316201,3053,NULL,301,304,304,3053,3162,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3186,318601,3056,NULL,301,311,312,3056,3186,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3207,320701,3058,NULL,301,313,314,3058,3207,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3208,320801,3058,NULL,301,313,314,3058,3208,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
10221,NA,NA,NULL,767,765,703,211,10221,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10222,NA,NA,NULL,767,765,703,211,10222,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10223,NA,NA,NULL,767,778,157,701,10223,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
3211,321101,3059,NULL,301,301,301,3059,3211,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
7489,748901,7489,NULL,755,754,7430,7458,7489,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,POP-UP,CN,7105,,
10224,NA,NA,NULL,767,778,157,701,10224,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
30197,3019701,3078,NULL,301,301,301,3078,30197,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30153,3015301,3024,NULL,301,301,301,3024,30153,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
55572,S039701,S0397,NULL,504,513,513,5717,55572,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
30421,3042101,3053,NULL,301,304,304,3053,30421,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
55776,1001717,10017,NULL,504,510,510,5147,55776,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7419,741901,7419,NULL,755,754,701,730,7419,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
51060,2062502,20625,NULL,504,514,514,5230,51060,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55249,1001608,10016,NULL,503,505,505,5043,55249,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
30156,3015601,3013,NULL,301,304,304,3013,30156,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30460,3046001,3006,NULL,301,309,310,3006,30460,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
7502,750201,7502,NULL,750,752,704,732,7502,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
30489,3048901,3021,NULL,301,307,308,3021,30489,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
55141,S021101,S0211,NULL,503,504,504,5446,55141,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55281,S022301,S0223,NULL,504,513,513,5517,55281,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7001,700101,7001,NULL,753,770,750,750,7001,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
7128,712801,7128,NULL,761,762,786,140,7128,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
10154,NA,NA,NULL,767,765,703,211,10154,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
7964,796401,NA,NULL,760,760,748,748,7964,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,DC-PP,HK,7100,,
30393,3039301,3063,NULL,301,304,304,3063,30393,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30398,3039801,3063,NULL,301,304,304,3063,30398,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
7420,742001,7420,NULL,755,754,705,212,7420,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7425,742501,7425,NULL,755,754,170,238,7425,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7427,742701,7427,NULL,750,752,172,240,7427,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7428,742801,7428,NULL,750,752,771,173,7428,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7429,742901,7429,NULL,755,754,709,216,7429,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7431,743101,7431,NULL,755,754,420,242,7431,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7432,743201,7432,NULL,755,754,421,243,7432,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7434,743401,7434,NULL,755,754,424,245,7434,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7435,743501,7435,NULL,755,754,424,245,7435,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7436,743601,7436,NULL,755,754,424,245,7436,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
30034,3003401,3021,NULL,301,307,308,3021,30034,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30037,3003701,3011,NULL,301,311,312,3011,30037,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
52061,2062503,20625,NULL,503,506,506,5115,52061,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52062,2066001,20660,NULL,503,506,506,5116,52062,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
74527,7452701,74151,NULL,783,719,177,7085,74527,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74528,7452801,74149,NULL,783,719,175,7083,74528,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74529,7452901,74149,NULL,783,719,175,7083,74529,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
52065,2121003,20098,NULL,503,506,506,5100,52065,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55145,1800807,18008,NULL,503,505,505,5069,55145,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55146,5031004,50310,NULL,503,504,504,5034,55146,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55147,7070306,70703,NULL,503,503,503,5024,55147,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55148,3012105,30121,NULL,503,502,518,5012,55148,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55151,1186001,11860,NULL,503,504,504,5453,55151,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55152,S019002,S0190,NULL,504,513,513,5439,55152,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55153,2025203,20252,NULL,503,505,505,5433,55153,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55154,5051005,50510,NULL,503,504,504,5035,55154,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55155,1325107,13251,NULL,503,505,505,5066,55155,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
7956,795601,NA,NULL,760,745,745,745,7956,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,DC-PP,MO,7101,,
7299,729901,7299,NULL,756,773,753,753,7299,NA,HKG FP,GCSEA FULL PRICE,RLSSEA,AP FP,APAC FULL PRICE,POP-UP,SG,7103,,
7300,730001,7300,NULL,789,787,160,219,7300,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7301,730101,7301,NULL,789,787,160,219,7301,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7302,730201,7302,NULL,789,787,160,219,7302,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7304,730401,7304,NULL,789,787,160,219,7304,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7305,730501,7305,NULL,789,787,160,219,7305,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7306,730601,7306,NULL,789,787,160,219,7306,EC,CN RLE,CHINA E-COMMERCE,RLECHN,CN RLE,CHINA E-COMMERCE,ECOM,CN,7105,,
7307,730701,7307,NULL,785,792,7307,7307,7307,EC,HMTRLE,HMT  E-COMMERCE,RLEHMT,HMTRLE,HMT E-COMMERCE,ECOM,HK,7100,,
7308,730801,7308,NULL,785,792,7308,7308,7308,EC,HMTRLE,HMT  E-COMMERCE,RLEHMT,HMTRLE,HMT E-COMMERCE,ECOM,HK,7100,,
7309,730901,7309,NULL,750,750,790,790,7309,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,HK,7100,,
7310,731001,7310,NULL,785,794,7438,7493,7310,EC,HMTRLE,HMT  E-COMMERCE,RLEHMT,HMTRLE,HMT E-COMMERCE,ECOM,TW,7104,,
7311,731101,7311,NULL,790,795,7439,7494,7311,EC,SEARLE,SEA  E-COMMERCE,RLESEA,SEARLE,SEA E-COMMERCE,ECOM,SG,7103,,
7312,731201,7312,NULL,790,796,7440,7495,7312,EC,SEARLE,SEA  E-COMMERCE,RLESEA,SEARLE,SEA E-COMMERCE,ECOM,MY,7102,,
7313,731301,7313,NULL,750,752,792,7501,7313,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,TW,7104,,
7998,799801,NA,NULL,757,753,793,793,7998,NA,HKG FP,GCSEA FULL PRICE,RLCSEA,AP FP,APAC FULL PRICE,DC-PP,SG,7103,,
7999,799901,NA,NULL,750,752,792,792,7999,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,TW,7104,,
10063,NA,NA,NULL,767,781,158,738,10063,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10066,NA,NA,NULL,767,781,158,738,10066,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
30370,3037001,3063,NULL,301,304,304,3063,30370,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30371,3037101,3011,NULL,301,311,312,3011,30371,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30372,3037201,3039,NULL,301,301,301,3039,30372,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30373,3037301,3160,NULL,301,304,304,3160,30373,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30374,3037401,3065,NULL,301,309,310,3065,30374,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30375,3037501,3048,NULL,301,304,304,3048,30375,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30376,3037601,3137,NULL,301,307,308,3137,30376,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30377,3037701,3171,NULL,305,315,316,3171,30377,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
30378,3037801,3114,NULL,301,313,314,3114,30378,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30379,3037901,3114,NULL,301,313,314,3114,30379,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30380,3038001,3158,NULL,305,315,316,3158,30380,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
7129,712901,7129,NULL,754,774,754,754,7129,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7130,713001,7130,NULL,761,762,786,7432,7130,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
7131,713101,7131,NULL,754,774,754,771,7131,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7132,713201,7132,NULL,754,774,754,758,7132,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7290,729001,7290,NULL,761,762,786,139,7290,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
7291,729101,7291,NULL,761,762,786,773,7291,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
79941,NA,NA,NULL,720,720,720,798,79941,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation -,AU,7111,,
79942,NA,NA,NULL,720,720,720,798,79942,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation +,CN,7105,,
79943,NA,NA,NULL,720,720,720,798,79943,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation -,CN,7105,,
7982,798201,NA,NULL,760,761,749,744,7982,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,TW,7104,,
7983,798301,NA,NULL,757,753,793,793,7983,NA,HKG FP,GCSEA FULL PRICE,RLCSEA,AP FP,APAC FULL PRICE,DC-FINANCE,SG,7103,,
7984,798401,NA,NULL,762,746,746,746,7984,NA,AP PFS,APAC FACTORY OUTLET,PFSSEA,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,SG,7103,,
7985,798501,NA,NULL,757,751,791,791,7985,NA,HKG FP,GCSEA FULL PRICE,RLCSEA,AP FP,APAC FULL PRICE,DC-FINANCE,MY,7102,,
7986,798601,NA,NULL,762,747,747,747,7986,NA,AP PFS,APAC FACTORY OUTLET,PFSSEA,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,MY,7102,,
7987,798701,NA,NULL,750,755,795,795,7987,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-FINANCE,MO,7101,,
7988,798801,NA,NULL,760,745,745,745,7988,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,MO,7101,,
7989,798901,NA,NULL,755,754,794,794,7989,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,DC-PP,CN,7105,,
7991,799101,NA,NULL,757,751,791,791,7991,NA,HKG FP,GCSEA FULL PRICE,RLCSEA,AP FP,APAC FULL PRICE,DC-PP,MY,7102,,
7992,799201,NA,NULL,750,752,792,792,7992,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,TW,7104,,
7994,799401,NA,NULL,755,754,794,794,7994,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,DC-PP,CN,7105,,
52091,7070304,70703,NULL,503,503,503,5024,52091,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52092,7070505,70705,NULL,503,503,503,5025,52092,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52093,7071103,70711,NULL,503,503,503,5026,52093,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52094,7071202,70712,NULL,503,503,503,5027,52094,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52095,7081002,70810,NULL,503,503,503,5028,52095,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52096,7102003,71020,NULL,503,503,503,5029,52096,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
7242,724201,7242,NULL,762,747,747,747,7242,NA,AP PFS,APAC FACTORY OUTLET,PFSSEA,AP PFS,APAC FACTORY OUTLET,FSS,MY,7102,,
7244,724401,7244,NULL,753,770,750,218,7244,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
7245,724501,7245,NULL,753,770,750,153,7245,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
52078,4333004,43330,NULL,503,502,518,5018,52078,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52079,4355003,99910,NULL,503,502,518,5020,52079,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
7233,723301,7233,NULL,754,774,754,767,7233,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7246,724601,7246,NULL,761,762,786,131,7246,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
50358,S057701,S0577,NULL,504,511,511,5900,50358,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55401,S030001,S0300,NULL,504,514,514,5602,55401,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55402,S030101,S0301,NULL,504,511,511,5603,55402,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55403,S030201,S0302,NULL,504,514,514,5604,55403,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55404,S030301,S0303,NULL,504,513,513,5605,55404,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55405,S030401,S0304,NULL,504,513,513,5606,55405,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
RW01,RW01,RW01,NULL,520,536,534,5385,58609,DC,JPN FP,JAPAN FULL PRICE,RLJPDC,AP FP,APAC FULL PRICE,DC-OTHER,JPN,8088,,
SEA01 (100),NA,NA,100,720,720,720,798,99959,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,APAC,7088,,
SEA01 (200),NA,NA,200,720,720,720,798,99960,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,APAC,7088,,
7004,700401,7004,NULL,753,770,750,151,7004,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
7006,700601,7006,NULL,753,770,750,152,7006,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
